store_id,store_address,postcodes,warehouse_id,stock
310930,,,,
750351,,,,
207559,,,,
327964,,,,
416927,,,,
165040,,,,
485627,,,,
877874,,,,
640261,,,,
687600,,,,
953138,,,,
569125,,,,
564079,,,,
492957,,,,
682925,,,,
876226,,,,
874594,,,,
193739,,,,
795954,,,,
154945,,,,
704026,,,,
124692,,,,
866979,,,,
512472,,,,
836541,,,,
907225,,,,
466390,,,,
643403,,,,
414453,,,,
108496,,,,
381959,,,,
995209,,,,
370068,,,,
391933,,,,
217514,,,,
268474,,,,
973580,,,,
426780,,,,
171915,,,,
416291,,,,
741540,,,,
429509,,,,
558788,,,,
913315,,,,
652499,,,,
400134,,,,
930461,,,,
662303,,,,
740100,,,,
701469,,,,
135354,,,,
278398,,,,
576967,,,,
844661,,,,
857639,,,,
962747,,,,
443796,,,,
898013,,,,
463175,,,,
668087,,,,
831145,,,,
631661,,,,
916422,,,,
528640,,,,
642170,,,,
874341,,,,
413234,,,,
658207,,,,
360935,,,,
578712,,,,
682081,,,,
316332,,,,
885661,,,,
567477,,,,
261317,,,,
547683,,,,
145013,,,,
753886,,,,
159233,,,,
828573,,,,
271728,,,,
613380,,,,
106089,,,,
961431,,,,
214844,,,,
129316,,,,
581665,,,,
593735,,,,
145995,,,,
910201,,,,
226017,,,,
228844,,,,
625410,,,,
157497,,,,
414709,,,,
578730,,,,
543673,,,,
978698,,,,
499457,,,,
642874,,,,
709875,,,,
393532,,,,
166742,,,,
744781,,,,
584475,,,,
706488,,,,
809996,,,,
140690,,,,
593609,,,,
155484,,,,
643577,,,,
158696,,,,
682573,,,,
908418,,,,
715368,,,,
536278,,,,
616611,,,,
185194,,,,
178865,,,,
484747,,,,
421508,,,,
638081,,,,
230678,,,,
333716,,,,
687574,,,,
584720,,,,
603304,,,,
791511,,,,
265205,,,,
177889,,,,
538831,,,,
116222,,,,
341123,,,,
523802,,,,
691870,,,,
769544,,,,
310638,,,,
116924,,,,
463823,,,,
877314,,,,
373420,,,,
592368,,,,
172160,,,,
723646,,,,
180267,,,,
332827,,,,
664818,,,,
748225,,,,
442912,,,,
153236,,,,
764160,,,,
378715,,,,
197468,,,,
513962,,,,
297301,,,,
240928,,,,
196258,,,,
547391,,,,
836593,,,,
638556,,,,
990895,,,,
206488,,,,
178901,,,,
357260,,,,
111164,,,,
648863,,,,
195693,,,,
746608,,,,
452258,,,,
853499,,,,
545772,,,,
248248,,,,
265899,,,,
337091,,,,
796451,,,,
445298,,,,
206661,,,,
680054,,,,
512567,,,,
660746,,,,
932265,,,,
657732,,,,
172149,,,,
945420,,,,
400576,,,,
380128,,,,
223759,,,,
524672,,,,
705585,,,,
650404,,,,
273460,,,,
654708,,,,
651191,,,,
670266,,,,
331882,,,,
662294,,,,
378832,,,,
424021,,,,
729066,,,,
447985,,,,
507082,,,,
335884,,,,
407160,,,,
585570,,,,
847401,,,,
207989,,,,
820209,,,,
458387,,,,
699270,,,,
458873,,,,
336521,,,,
181226,,,,
462348,,,,
486483,,,,
489061,,,,
509260,,,,
100682,,,,
168590,,,,
927467,,,,
811118,,,,
879502,,,,
158432,,,,
206729,,,,
284400,,,,
927936,,,,
995284,,,,
727693,,,,
779219,,,,
999366,,,,
207353,,,,
500176,,,,
912274,,,,
963643,,,,
999247,,,,
246510,,,,
881624,,,,
523866,,,,
311706,,,,
376609,,,,
996978,,,,
652842,,,,
202133,,,,
394356,,,,
993987,,,,
191490,,,,
736782,,,,
539230,,,,
341236,,,,
996880,,,,
138783,,,,
703793,,,,
288385,,,,
487434,,,,
103041,,,,
234002,,,,
309201,,,,
170216,,,,
949665,,,,
275805,,,,
964751,,,,
470806,,,,
845613,,,,
359502,,,,
219646,,,,
669006,,,,
408737,,,,
329688,,,,
840519,,,,
892038,,,,
904675,,,,
254215,,,,
474273,,,,
802436,,,,
548805,,,,
887099,,,,
615167,,,,
279554,,,,
528828,,,,
892755,,,,
411376,,,,
905225,,,,
113565,,,,
259888,,,,
762898,,,,
226000,,,,
127878,,,,
724874,,,,
122575,,,,
848699,,,,
978585,,,,
105085,,,,
835318,,,,
515308,,,,
370847,,,,
919393,,,,
444858,,,,
994749,,,,
163502,,,,
767062,,,,
244789,,,,
736734,,,,
469947,,,,
765526,,,,
507678,,,,
961223,,,,
615143,,,,
462514,,,,
246156,,,,
411464,,,,
652127,,,,
176928,,,,
183139,,,,
305491,,,,
595765,,,,
465177,,,,
441581,,,,
265208,,,,
794784,,,,
525552,,,,
988516,,,,
316229,,,,
421361,,,,
469282,,,,
263564,,,,
198057,,,,
399270,,,,
332602,,,,
257728,,,,
555803,,,,
699821,,,,
505865,,,,
349969,,,,
810055,,,,
604687,,,,
879045,,,,
803460,,,,
821885,,,,
904398,,,,
917441,,,,
681759,,,,
724913,,,,
914550,,,,
483866,,,,
174373,,,,
999947,,,,
100360,,,,
193705,,,,
579247,,,,
819651,,,,
883113,,,,
233843,,,,
510851,,,,
246579,,,,
574753,,,,
402004,,,,
325914,,,,
282363,,,,
957299,,,,
379351,,,,
275863,,,,
672899,,,,
316381,,,,
641176,,,,
391242,,,,
473672,,,,
129435,,,,
184617,,,,
626167,,,,
587985,,,,
658672,,,,
387934,,,,
235639,,,,
799518,,,,
750488,,,,
573045,,,,
802864,,,,
795912,,,,
832979,,,,
307093,,,,
733491,,,,
169614,,,,
150495,,,,
267878,,,,
637737,,,,
719536,,,,
131811,,,,
876738,,,,
948796,,,,
494183,,,,
675652,,,,
199005,,,,
302952,,,,
566736,,,,
735902,,,,
281653,,,,
461485,,,,
322606,,,,
427871,,,,
110621,,,,
392326,,,,
686132,,,,
736050,,,,
441817,,,,
271788,,,,
221241,,,,
390270,,,,
194793,,,,
819614,,,,
260624,,,,
553098,,,,
269237,,,,
296731,,,,
811814,,,,
833070,,,,
478938,,,,
858272,,,,
309798,,,,
833418,,,,
457041,,,,
379903,,,,
920307,,,,
864163,,,,
651930,,,,
554713,,,,
136570,,,,
764261,,,,
563496,,,,
827267,,,,
750013,,,,
126183,,,,
965088,,,,
890430,,,,
308473,,,,
637812,,,,
320406,,,,
128398,,,,
118850,,,,
890518,,,,
617647,,,,
637111,,,,
535425,,,,
302352,,,,
309821,,,,
611795,,,,
829918,,,,
382867,,,,
871240,,,,
342220,,,,
729030,,,,
486203,,,,
955591,,,,
963816,,,,
724098,,,,
282193,,,,
734764,,,,
171400,,,,
312061,,,,
478571,,,,
869188,,,,
897790,,,,
900134,,,,
319836,,,,
948446,,,,
993133,,,,
224567,,,,
841594,,,,
698808,,,,
794676,,,,
287425,,,,
148070,,,,
904537,,,,
614823,,,,
295851,,,,
954554,,,,
311363,,,,
468772,,,,
813253,,,,
923742,,,,
991494,,,,
192210,,,,
444197,,,,
802520,,,,
107722,,,,
456758,,,,
435556,,,,
486925,,,,
832040,,,,
475559,,,,
317057,,,,
597500,,,,
574801,,,,
130664,,,,
843078,,,,
604208,,,,
205610,,,,
122205,,,,
695922,,,,
667632,,,,
668427,,,,
526917,,,,
419028,,,,
666031,,,,
354361,,,,
556516,,,,
594095,,,,
364388,,,,
373583,,,,
505460,,,,
834800,,,,
623144,,,,
521932,,,,
887452,,,,
878913,,,,
877936,,,,
201058,,,,
815191,,,,
667504,,,,
826719,,,,
607208,,,,
367967,,,,
613460,,,,
931475,,,,
114627,,,,
535772,,,,
150732,,,,
823385,,,,
927761,,,,
795089,,,,
482497,,,,
976919,,,,
184136,,,,
208922,,,,
117533,,,,
512491,,,,
584030,,,,
821664,,,,
272874,,,,
916632,,,,
499569,,,,
619011,,,,
364427,,,,
750175,,,,
191427,,,,
579043,,,,
856264,,,,
387008,,,,
867911,,,,
299170,,,,
147553,,,,
964461,,,,
860100,,,,
648229,,,,
821737,,,,
334517,,,,
316348,,,,
628718,,,,
920049,,,,
455197,,,,
784489,,,,
216013,,,,
670364,,,,
252798,,,,
315751,,,,
161831,,,,
424887,,,,
394453,,,,
174954,,,,
349589,,,,
569328,,,,
877882,,,,
254914,,,,
628161,,,,
639267,,,,
240493,,,,
627858,,,,
742272,,,,
341730,,,,
266774,,,,
755955,,,,
227327,,,,
799982,,,,
374494,,,,
812223,,,,
226457,,,,
731154,,,,
580301,,,,
525270,,,,
393150,,,,
306597,,,,
637633,,,,
603173,,,,
623378,,,,
471041,,,,
771439,,,,
986176,,,,
349972,,,,
355376,,,,
232581,,,,
614828,,,,
800134,,,,
151046,,,,
136078,,,,
462255,,,,
411134,,,,
176492,,,,
779970,,,,
992065,,,,
760637,,,,
357943,,,,
432279,,,,
344102,,,,
702324,,,,
589631,,,,
998810,,,,
630737,,,,
724509,,,,
679618,,,,
910292,,,,
778144,,,,
793816,,,,
460809,,,,
957726,,,,
968615,,,,
149335,,,,
173333,,,,
271138,,,,
703505,,,,
425194,,,,
191096,,,,
600292,,,,
914162,,,,
922736,,,,
975300,,,,
290307,,,,
408296,,,,
182257,,,,
783621,,,,
598578,,,,
692749,,,,
896976,,,,
889700,,,,
510122,,,,
493825,,,,
888881,,,,
241026,,,,
186477,,,,
746569,,,,
464104,,,,
882503,,,,
442036,,,,
870666,,,,
724855,,,,
711148,,,,
174459,,,,
237366,,,,
826979,,,,
560619,,,,
929090,,,,
623131,,,,
207815,,,,
510643,,,,
238308,,,,
187368,,,,
645855,,,,
115482,,,,
493704,,,,
477430,,,,
747892,,,,
714114,,,,
741470,,,,
689947,,,,
310837,,,,
852847,,,,
594809,,,,
610715,,,,
305144,,,,
505814,,,,
592582,,,,
989712,,,,
584199,,,,
245063,,,,
356392,,,,
816697,,,,
471544,,,,
445079,,,,
510451,,,,
755623,,,,
835797,,,,
181203,,,,
232191,,,,
395513,,,,
231788,,,,
360009,,,,
965947,,,,
402600,,,,
236198,,,,
878142,,,,
575526,,,,
177329,,,,
180474,,,,
247931,,,,
848440,,,,
344653,,,,
706384,,,,
225119,,,,
867504,,,,
889267,,,,
767813,,,,
559622,,,,
446019,,,,
889241,,,,
190708,,,,
663121,,,,
518574,,,,
356834,,,,
800297,,,,
130625,,,,
188999,,,,
740169,,,,
840114,,,,
794041,,,,
723741,,,,
736316,,,,
839807,,,,
832191,,,,
349247,,,,
577751,,,,
132943,,,,
139504,,,,
356182,,,,
123298,,,,
456310,,,,
337760,,,,
636713,,,,
966636,,,,
552740,,,,
999479,,,,
192202,,,,
619741,,,,
960290,,,,
234327,,,,
818429,,,,
986094,,,,
928462,,,,
324636,,,,
190409,,,,
327709,,,,
813182,,,,
992733,,,,
924179,,,,
958799,,,,
272119,,,,
222849,,,,
982627,,,,
830306,,,,
970437,,,,
110857,,,,
399706,,,,
855118,,,,
258559,,,,
182216,,,,
615939,,,,
239275,,,,
736736,,,,
890935,,,,
344728,,,,
218864,,,,
462812,,,,
780785,,,,
501207,,,,
324114,,,,
391575,,,,
645036,,,,
516502,,,,
876748,,,,
717586,,,,
528996,,,,
506295,,,,
556471,,,,
944809,,,,
305107,,,,
445586,,,,
740032,,,,
243581,,,,
505123,,,,
330146,,,,
958823,,,,
423743,,,,
910206,,,,
114409,,,,
342852,,,,
234198,,,,
631858,,,,
508188,,,,
978716,,,,
458671,,,,
361742,,,,
572883,,,,
997659,,,,
193199,,,,
531969,,,,
230841,,,,
672778,,,,
818276,,,,
573543,,,,
596904,,,,
590307,,,,
226994,,,,
780477,,,,
861969,,,,
349940,,,,
563301,,,,
859166,,,,
152975,,,,
640479,,,,
923632,,,,
807040,,,,
648710,,,,
444297,,,,
970534,,,,
239164,,,,
856658,,,,
173671,,,,
909506,,,,
703214,,,,
277718,,,,
375538,,,,
500731,,,,
367060,,,,
507607,,,,
644217,,,,
424248,,,,
753997,,,,
745253,,,,
925938,,,,
794509,,,,
930006,,,,
409185,,,,
858546,,,,
496732,,,,
400941,,,,
434946,,,,
462552,,,,
249052,,,,
797459,,,,
802733,,,,
440758,,,,
979858,,,,
454272,,,,
745583,,,,
986302,,,,
551561,,,,
114721,,,,
137251,,,,
826108,,,,
287892,,,,
112663,,,,
111135,,,,
130445,,,,
134180,,,,
932910,,,,
234433,,,,
681227,,,,
275200,,,,
826798,,,,
146747,,,,
297527,,,,
717544,,,,
273939,,,,
549981,,,,
101275,,,,
538098,,,,
425673,,,,
296294,,,,
396396,,,,
298306,,,,
452839,,,,
637789,,,,
823021,,,,
621853,,,,
600944,,,,
801772,,,,
973020,,,,
300077,,,,
109212,,,,
375623,,,,
241309,,,,
484379,,,,
143968,,,,
632633,,,,
100226,,,,
261215,,,,
334807,,,,
103732,,,,
784219,,,,
193881,,,,
385111,,,,
845090,,,,
268728,,,,
609241,,,,
542201,,,,
702432,,,,
124630,,,,
280416,,,,
719824,,,,
613231,,,,
583027,,,,
638620,,,,
101535,,,,
432046,,,,
199420,,,,
445598,,,,
502656,,,,
808851,,,,
546295,,,,
682319,,,,
561413,,,,
373233,,,,
160637,,,,
980336,,,,
986632,,,,
219151,,,,
843970,,,,
313693,,,,
744306,,,,
127137,,,,
523501,,,,
223687,,,,
422141,,,,
811413,,,,
794519,,,,
253026,,,,
332973,,,,
219489,,,,
599541,,,,
138876,,,,
290592,,,,
634832,,,,
360610,,,,
402513,,,,
663260,,,,
331118,,,,
797281,,,,
516189,,,,
328703,,,,
719257,,,,
121923,,,,
357130,,,,
548598,,,,
844278,,,,
308506,,,,
630976,,,,
759850,,,,
559972,,,,
816115,,,,
163584,,,,
591616,,,,
485561,,,,
611300,,,,
257877,,,,
528789,,,,
492427,,,,
137725,,,,
847045,,,,
559477,,,,
196774,,,,
660125,,,,
399032,,,,
331395,,,,
359532,,,,
325443,,,,
411071,,,,
135272,,,,
503896,,,,
798732,,,,
401802,,,,
231059,,,,
339742,,,,
700811,,,,
650398,,,,
167403,,,,
920903,,,,
558328,,,,
486774,,,,
910918,,,,
590206,,,,
841171,,,,
889187,,,,
375924,,,,
832186,,,,
874079,,,,
554500,,,,
170008,,,,
700999,,,,
851202,,,,
812489,,,,
723727,,,,
162700,,,,
771127,,,,
721795,,,,
404266,,,,
575133,,,,
209667,,,,
240551,,,,
958356,,,,
792677,,,,
198849,,,,
164406,,,,
371145,,,,
553037,,,,
376068,,,,
409417,,,,
105325,,,,
286997,,,,
418582,,,,
864637,,,,
207469,,,,
321436,,,,
924946,,,,
223522,,,,
417312,,,,
887000,,,,
824690,,,,
160090,,,,
376587,,,,
539677,,,,
805373,,,,
892363,,,,
474046,,,,
736440,,,,
549719,,,,
891409,,,,
261696,,,,
236615,,,,
541994,,,,
314174,,,,
731372,,,,
948884,,,,
777946,,,,
833369,,,,
709425,,,,
554194,,,,
585163,,,,
458402,,,,
949622,,,,
510976,,,,
581949,,,,
177828,,,,
558956,,,,
750591,,,,
397526,,,,
473315,,,,
267979,,,,
877654,,,,
750392,,,,
229180,,,,
311242,,,,
280820,,,,
813560,,,,
945667,,,,
645791,,,,
623823,,,,
257616,,,,
608887,,,,
932508,,,,
801081,,,,
984307,,,,
829805,,,,
700671,,,,
571726,,,,
182274,,,,
280593,,,,
432259,,,,
629802,,,,
810688,,,,
789950,,,,
652564,,,,
610063,,,,
974036,,,,
976021,,,,
642025,,,,
763935,,,,
977612,,,,
743327,,,,
878456,,,,
954155,,,,
398964,,,,
309164,,,,
987021,,,,
471007,,,,
993400,,,,
892033,,,,
122669,,,,
705957,,,,
262966,,,,
628626,,,,
222847,,,,
522316,,,,
616798,,,,
431493,,,,
761674,,,,
572565,,,,
811379,,,,
545125,,,,
544154,,,,
921058,,,,
672453,,,,
589547,,,,
594729,,,,
600727,,,,
821417,,,,
788567,,,,
785675,,,,
486263,,,,
307714,,,,
737503,,,,
176449,,,,
309484,,,,
640535,,,,
828552,,,,
324561,,,,
639850,,,,
314386,,,,
119629,,,,
806245,,,,
199518,,,,
143287,,,,
780221,,,,
680364,,,,
601936,,,,
617072,,,,
929097,,,,
987653,,,,
662536,,,,
924083,,,,
306815,,,,
611427,,,,
743698,,,,
816654,,,,
624698,,,,
710349,,,,
828184,,,,
967278,,,,
339114,,,,
401433,,,,
319353,,,,
757781,,,,
344778,,,,
655741,,,,
925799,,,,
102968,,,,
346850,,,,
377153,,,,
364861,,,,
123805,,,,
542657,,,,
656671,,,,
521991,,,,
900862,,,,
142533,,,,
226720,,,,
361990,,,,
693201,,,,
216188,,,,
292479,,,,
757776,,,,
201612,,,,
595599,,,,
953864,,,,
338529,,,,
675594,,,,
138529,,,,
287229,,,,
903819,,,,
415750,,,,
426286,,,,
542228,,,,
881710,,,,
740065,,,,
288607,,,,
907751,,,,
913352,,,,
435154,,,,
286561,,,,
759709,,,,
620302,,,,
289234,,,,
199123,,,,
309765,,,,
923802,,,,
231037,,,,
915667,,,,
445620,,,,
265474,,,,
840366,,,,
351250,,,,
276886,,,,
966927,,,,
181250,,,,
319513,,,,
442132,,,,
107146,,,,
280731,,,,
595307,,,,
796001,,,,
321676,,,,
859937,,,,
629567,,,,
845993,,,,
205598,,,,
472527,,,,
591325,,,,
856308,,,,
294539,,,,
430334,,,,
279468,,,,
314890,,,,
751799,,,,
805805,,,,
850501,,,,
762784,,,,
965137,,,,
698351,,,,
423048,,,,
533466,,,,
317939,,,,
296855,,,,
602480,,,,
658684,,,,
261389,,,,
991662,,,,
874043,,,,
371872,,,,
901223,,,,
468903,,,,
272592,,,,
275345,,,,
353344,,,,
595964,,,,
116857,,,,
861208,,,,
190796,,,,
961446,,,,
830193,,,,
457842,,,,
948488,,,,
302180,,,,
203385,,,,
171742,,,,
922993,,,,
726895,,,,
179194,,,,
742707,,,,
551068,,,,
340974,,,,
100536,,,,
264832,,,,
526781,,,,
663405,,,,
498006,,,,
275286,,,,
434500,,,,
639198,,,,
972367,,,,
260702,,,,
132789,,,,
456691,,,,
722233,,,,
113546,,,,
543374,,,,
188583,,,,
932980,,,,
589337,,,,
211079,,,,
458500,,,,
545318,,,,
606414,,,,
114694,,,,
181287,,,,
769043,,,,
746266,,,,
279985,,,,
599060,,,,
890618,,,,
897753,,,,
908310,,,,
271706,,,,
776354,,,,
689172,,,,
967593,,,,
704753,,,,
569224,,,,
350071,,,,
544966,,,,
680090,,,,
569046,,,,
479854,,,,
542324,,,,
215019,,,,
885075,,,,
824897,,,,
683306,,,,
941750,,,,
462648,,,,
578908,,,,
625572,,,,
942609,,,,
546719,,,,
369428,,,,
216309,,,,
764062,,,,
884979,,,,
152654,,,,
599737,,,,
594325,,,,
407997,,,,
168056,,,,
356715,,,,
215059,,,,
323484,,,,
193112,,,,
335626,,,,
335312,,,,
472123,,,,
558284,,,,
776162,,,,
216561,,,,
310893,,,,
182484,,,,
774929,,,,
594064,,,,
928269,,,,
396757,,,,
592379,,,,
501549,,,,
177689,,,,
729934,,,,
648024,,,,
325148,,,,
946721,,,,
104463,,,,
208489,,,,
365937,,,,
489672,,,,
120444,,,,
930765,,,,
985114,,,,
169280,,,,
728070,,,,
799594,,,,
581908,,,,
274083,,,,
456555,,,,
368565,,,,
215309,,,,
307252,,,,
610460,,,,
738703,,,,
248323,,,,
859340,,,,
883352,,,,
207592,,,,
623305,,,,
446290,,,,
873836,,,,
333789,,,,
329827,,,,
897244,,,,
524106,,,,
425852,,,,
792640,,,,
496098,,,,
446834,,,,
894707,,,,
646102,,,,
253234,,,,
963161,,,,
620244,,,,
422005,,,,
802580,,,,
110230,,,,
220380,,,,
634775,,,,
567677,,,,
799690,,,,
706634,,,,
465836,,,,
935839,,,,
480847,,,,
896270,,,,
458970,,,,
669775,,,,
631606,,,,
907587,,,,
872508,,,,
903778,,,,
882803,,,,
266885,,,,
562115,,,,
311401,,,,
758588,,,,
152558,,,,
638997,,,,
382705,,,,
510509,,,,
870555,,,,
737029,,,,
432961,,,,
841020,,,,
902030,,,,
740967,,,,
170578,,,,
522294,,,,
331611,,,,
885419,,,,
801652,,,,
821559,,,,
630181,,,,
881008,,,,
755359,,,,
609578,,,,
716237,,,,
235592,,,,
325792,,,,
444394,,,,
352194,,,,
293818,,,,
572634,,,,
281195,,,,
247361,,,,
882825,,,,
873581,,,,
854514,,,,
752074,,,,
687436,,,,
304005,,,,
744106,,,,
287878,,,,
226983,,,,
761981,,,,
473690,,,,
686999,,,,
927506,,,,
414494,,,,
961512,,,,
385773,,,,
212213,,,,
230903,,,,
682027,,,,
377468,,,,
264091,,,,
834304,,,,
303105,,,,
968460,,,,
949775,,,,
685253,,,,
457978,,,,
431643,,,,
854484,,,,
770950,,,,
992240,,,,
221819,,,,
745927,,,,
799391,,,,
397958,,,,
217195,,,,
625146,,,,
289898,,,,
379399,,,,
444233,,,,
763723,,,,
668544,,,,
776843,,,,
517281,,,,
268038,,,,
474625,,,,
526129,,,,
841635,,,,
830797,,,,
338313,,,,
253595,,,,
685526,,,,
572599,,,,
325113,,,,
291284,,,,
460317,,,,
698914,,,,
553564,,,,
455766,,,,
563621,,,,
250987,,,,
577021,,,,
964165,,,,
422216,,,,
723498,,,,
317498,,,,
105797,,,,
535230,,,,
911156,,,,
659092,,,,
649843,,,,
543160,,,,
582489,,,,
828139,,,,
739692,,,,
503987,,,,
993974,,,,
719004,,,,
445152,,,,
688696,,,,
930850,,,,
506902,,,,
497422,,,,
181923,,,,
413730,,,,
315515,,,,
398744,,,,
802182,,,,
115981,,,,
637143,,,,
607046,,,,
892251,,,,
273217,,,,
209340,,,,
932951,,,,
289374,,,,
416329,,,,
659589,,,,
716497,,,,
244014,,,,
731622,,,,
891736,,,,
889033,,,,
481248,,,,
235531,,,,
233908,,,,
904168,,,,
599913,,,,
140351,,,,
618990,,,,
263324,,,,
308764,,,,
930332,,,,
723004,,,,
217697,,,,
388316,,,,
934703,,,,
864680,,,,
171299,,,,
628426,,,,
323189,,,,
605119,,,,
574813,,,,
632521,,,,
903825,,,,
727393,,,,
972973,,,,
580108,,,,
141292,,,,
227799,,,,
648841,,,,
233625,,,,
619212,,,,
935447,,,,
550163,,,,
444529,,,,
718358,,,,
741933,,,,
869435,,,,
789342,,,,
683294,,,,
682522,,,,
395743,,,,
612202,,,,
170802,,,,
415434,,,,
892282,,,,
658975,,,,
657534,,,,
336570,,,,
534385,,,,
890032,,,,
155726,,,,
978462,,,,
944345,,,,
321876,,,,
330994,,,,
570233,,,,
390707,,,,
568011,,,,
348209,,,,
189572,,,,
844657,,,,
349964,,,,
402250,,,,
455112,,,,
879963,,,,
224105,,,,
796878,,,,
439191,,,,
428641,,,,
536535,,,,
699401,,,,
374244,,,,
393103,,,,
749661,,,,
686808,,,,
596007,,,,
697254,,,,
818631,,,,
179343,,,,
469198,,,,
727861,,,,
450750,,,,
287246,,,,
190718,,,,
817802,,,,
686313,,,,
521463,,,,
242950,,,,
299420,,,,
436700,,,,
555872,,,,
882605,,,,
117090,,,,
622281,,,,
941455,,,,
690620,,,,
994347,,,,
222902,,,,
148121,,,,
945970,,,,
959421,,,,
999083,,,,
999222,,,,
824819,,,,
474742,,,,
656267,,,,
355880,,,,
486946,,,,
977609,,,,
137121,,,,
439222,,,,
112228,,,,
351089,,,,
166687,,,,
642982,,,,
268176,,,,
426409,,,,
802936,,,,
346704,,,,
513090,,,,
767168,,,,
347197,,,,
669175,,,,
334754,,,,
137168,,,,
110419,,,,
148527,,,,
829929,,,,
177497,,,,
424563,,,,
205794,,,,
985353,,,,
836663,,,,
469313,,,,
881384,,,,
985240,,,,
165875,,,,
544894,,,,
812126,,,,
561004,,,,
947538,,,,
723069,,,,
393042,,,,
834976,,,,
504571,,,,
593578,,,,
686068,,,,
918608,,,,
760663,,,,
486732,,,,
595058,,,,
396574,,,,
521561,,,,
624863,,,,
390877,,,,
959702,,,,
757697,,,,
490323,,,,
343299,,,,
282198,,,,
827472,,,,
986710,,,,
986554,,,,
861807,,,,
742802,,,,
108137,,,,
304701,,,,
435503,,,,
329330,,,,
651404,,,,
329722,,,,
402854,,,,
936517,,,,
229352,,,,
392153,,,,
437188,,,,
886603,,,,
248959,,,,
586722,,,,
394862,,,,
553445,,,,
317776,,,,
998344,,,,
663820,,,,
156798,,,,
373553,,,,
210535,,,,
823982,,,,
555005,,,,
484832,,,,
784127,,,,
889242,,,,
705068,,,,
386327,,,,
448669,,,,
586897,,,,
804276,,,,
634261,,,,
259823,,,,
329061,,,,
351433,,,,
954733,,,,
106244,,,,
106275,,,,
851527,,,,
830265,,,,
118580,,,,
534708,,,,
900565,,,,
468636,,,,
405620,,,,
427358,,,,
585684,,,,
717040,,,,
478658,,,,
523565,,,,
522072,,,,
693355,,,,
528200,,,,
996733,,,,
804894,,,,
327991,,,,
392081,,,,
568629,,,,
783939,,,,
747928,,,,
308253,,,,
627858,,,,
532600,,,,
153828,,,,
855302,,,,
203693,,,,
647863,,,,
925488,,,,
819234,,,,
591806,,,,
201375,,,,
483957,,,,
921523,,,,
176647,,,,
886837,,,,
