order_name,order_id,store_id,order_date,status,delivery_eta,
,,525552,,Not Delivered,-,
,,988516,,Delivered,-,
,,316229,,Delivered,-,
,,421361,,Pending,07/01/1900,
,,469282,,Not Delivered,-,
,,263564,,Not Delivered,-,
,,198057,,Pending,07/01/1900,
,,399270,,Pending,07/01/1900,
,,332602,,Delivered,-,
,,257728,,Pending,07/01/1900,
,,555803,,Pending,07/01/1900,
,,699821,,Not Delivered,-,
,,505865,,Delivered,-,
,,349969,,Not Delivered,-,
,,810055,,Delivered,-,
,,604687,,Not Delivered,-,
,,879045,,Delivered,-,
,,803460,,Not Delivered,-,
,,821885,,Pending,07/01/1900,
,,904398,,Delivered,-,
,,917441,,Delivered,-,
,,681759,,Delivered,-,
,,724913,,Pending,07/01/1900,
,,914550,,Not Delivered,-,
,,483866,,Delivered,-,
,,174373,,Delivered,-,
,,999947,,Delivered,-,
,,100360,,Delivered,-,
,,193705,,Delivered,-,
,,579247,,Delivered,-,
,,819651,,Delivered,-,
,,883113,,Not Delivered,-,
,,233843,,Not Delivered,-,
,,510851,,Delivered,-,
,,246579,,Pending,07/01/1900,
,,574753,,Pending,07/01/1900,
,,402004,,Not Delivered,-,
,,325914,,Not Delivered,-,
,,282363,,Delivered,-,
,,957299,,Not Delivered,-,
,,379351,,Delivered,-,
,,275863,,Pending,07/01/1900,
,,672899,,Pending,07/01/1900,
,,316381,,Not Delivered,-,
,,641176,,Pending,07/01/1900,
,,391242,,Pending,07/01/1900,
,,473672,,Pending,07/01/1900,
,,129435,,Not Delivered,-,
,,184617,,Delivered,-,
,,626167,,Pending,07/01/1900,
,,587985,,Pending,07/01/1900,
,,658672,,Pending,07/01/1900,
,,387934,,Pending,07/01/1900,
,,235639,,Delivered,-,
,,799518,,Delivered,-,
,,750488,,Not Delivered,-,
,,573045,,Pending,07/01/1900,
,,802864,,Pending,07/01/1900,
,,795912,,Pending,07/01/1900,
,,832979,,Pending,07/01/1900,
,,307093,,Pending,07/01/1900,
,,733491,,Not Delivered,-,
,,169614,,Delivered,-,
,,150495,,Delivered,-,
,,267878,,Not Delivered,-,
,,637737,,Pending,07/01/1900,
,,719536,,Delivered,-,
,,131811,,Not Delivered,-,
,,876738,,Delivered,-,
,,948796,,Not Delivered,-,
,,494183,,Delivered,-,
,,675652,,Delivered,-,
,,199005,,Not Delivered,-,
,,302952,,Pending,07/01/1900,
,,566736,,Delivered,-,
,,735902,,Pending,07/01/1900,
,,281653,,Delivered,-,
,,461485,,Delivered,-,
,,322606,,Pending,07/01/1900,
,,427871,,Pending,07/01/1900,
,,110621,,Pending,07/01/1900,
,,392326,,Pending,07/01/1900,
,,686132,,Pending,07/01/1900,
,,736050,,Not Delivered,-,
,,441817,,Not Delivered,-,
,,271788,,Pending,07/01/1900,
,,221241,,Pending,07/01/1900,
,,390270,,Pending,07/01/1900,
,,194793,,Delivered,-,
,,819614,,Not Delivered,-,
,,260624,,Pending,07/01/1900,
,,553098,,Pending,07/01/1900,
,,269237,,Not Delivered,-,
,,296731,,Delivered,-,
,,811814,,Delivered,-,
,,833070,,Not Delivered,-,
,,478938,,Not Delivered,-,
,,858272,,Delivered,-,
,,309798,,Not Delivered,-,
,,833418,,Not Delivered,-,
,,457041,,Delivered,-,
,,379903,,Delivered,-,
,,920307,,Delivered,-,
,,864163,,Not Delivered,-,
,,651930,,Delivered,-,
,,554713,,Delivered,-,
,,136570,,Pending,07/01/1900,
,,764261,,Pending,07/01/1900,
,,563496,,Not Delivered,-,
,,827267,,Not Delivered,-,
,,750013,,Pending,07/01/1900,
,,126183,,Pending,07/01/1900,
,,965088,,Delivered,-,
,,890430,,Pending,07/01/1900,
,,308473,,Pending,07/01/1900,
,,637812,,Pending,07/01/1900,
,,320406,,Not Delivered,-,
,,128398,,Not Delivered,-,
,,118850,,Delivered,-,
,,890518,,Delivered,-,
,,617647,,Delivered,-,
,,637111,,Pending,07/01/1900,
,,535425,,Not Delivered,-,
,,302352,,Delivered,-,
,,309821,,Not Delivered,-,
,,611795,,Not Delivered,-,
,,829918,,Not Delivered,-,
,,382867,,Not Delivered,-,
,,871240,,Pending,07/01/1900,
,,342220,,Delivered,-,
,,729030,,Delivered,-,
,,486203,,Delivered,-,
,,955591,,Not Delivered,-,
,,963816,,Delivered,-,
,,724098,,Not Delivered,-,
,,282193,,Not Delivered,-,
,,734764,,Delivered,-,
,,171400,,Pending,07/01/1900,
,,312061,,Pending,07/01/1900,
,,478571,,Delivered,-,
,,869188,,Delivered,-,
,,897790,,Delivered,-,
,,900134,,Pending,07/01/1900,
,,319836,,Delivered,-,
,,948446,,Delivered,-,
,,993133,,Delivered,-,
,,224567,,Delivered,-,
,,841594,,Delivered,-,
,,698808,,Delivered,-,
,,794676,,Not Delivered,-,
,,287425,,Pending,07/01/1900,
,,148070,,Pending,07/01/1900,
,,904537,,Not Delivered,-,
,,614823,,Delivered,-,
,,295851,,Delivered,-,
,,954554,,Pending,07/01/1900,
,,311363,,Not Delivered,-,
,,468772,,Pending,07/01/1900,
,,813253,,Not Delivered,-,
,,923742,,Delivered,-,
,,991494,,Not Delivered,-,
,,192210,,Delivered,-,
,,444197,,Delivered,-,
,,802520,,Pending,07/01/1900,
,,107722,,Not Delivered,-,
,,456758,,Not Delivered,-,
,,435556,,Not Delivered,-,
,,486925,,Not Delivered,-,
,,832040,,Delivered,-,
,,475559,,Not Delivered,-,
,,317057,,Delivered,-,
,,597500,,Not Delivered,-,
,,574801,,Not Delivered,-,
,,130664,,Pending,07/01/1900,
,,843078,,Delivered,-,
,,604208,,Pending,07/01/1900,
,,205610,,Delivered,-,
,,122205,,Delivered,-,
,,695922,,Not Delivered,-,
,,667632,,Pending,07/01/1900,
,,668427,,Not Delivered,-,
,,526917,,Pending,07/01/1900,
,,419028,,Delivered,-,
,,666031,,Delivered,-,
,,354361,,Not Delivered,-,
,,556516,,Delivered,-,
,,594095,,Not Delivered,-,
,,364388,,Not Delivered,-,
,,373583,,Pending,07/01/1900,
,,505460,,Delivered,-,
,,834800,,Pending,07/01/1900,
,,623144,,Delivered,-,
,,521932,,Not Delivered,-,
,,887452,,Pending,07/01/1900,
,,878913,,Pending,07/01/1900,
,,877936,,Delivered,-,
,,201058,,Pending,07/01/1900,
,,815191,,Not Delivered,-,
,,667504,,Not Delivered,-,
,,826719,,Pending,07/01/1900,
,,607208,,Pending,07/01/1900,
,,367967,,Not Delivered,-,
,,613460,,Not Delivered,-,
,,931475,,Delivered,-,
,,114627,,Not Delivered,-,
,,535772,,Pending,07/01/1900,
,,150732,,Pending,07/01/1900,
,,823385,,Pending,07/01/1900,
,,927761,,Delivered,-,
,,795089,,Not Delivered,-,
,,482497,,Delivered,-,
,,976919,,Pending,07/01/1900,
,,184136,,Delivered,-,
,,208922,,Not Delivered,-,
,,117533,,Pending,07/01/1900,
,,512491,,Pending,07/01/1900,
,,584030,,Not Delivered,-,
,,821664,,Not Delivered,-,
,,272874,,Pending,07/01/1900,
,,916632,,Not Delivered,-,
,,499569,,Not Delivered,-,
,,619011,,Not Delivered,-,
,,364427,,Delivered,-,
,,750175,,Pending,07/01/1900,
,,191427,,Delivered,-,
,,579043,,Pending,07/01/1900,
,,856264,,Pending,07/01/1900,
,,387008,,Pending,07/01/1900,
,,867911,,Not Delivered,-,
,,299170,,Pending,07/01/1900,
,,147553,,Pending,07/01/1900,
,,964461,,Pending,07/01/1900,
,,860100,,Not Delivered,-,
,,648229,,Pending,07/01/1900,
,,821737,,Not Delivered,-,
,,334517,,Not Delivered,-,
,,316348,,Delivered,-,
,,628718,,Delivered,-,
,,920049,,Not Delivered,-,
,,455197,,Pending,07/01/1900,
,,784489,,Delivered,-,
,,216013,,Pending,07/01/1900,
,,670364,,Delivered,-,
,,252798,,Delivered,-,
,,315751,,Delivered,-,
,,161831,,Pending,07/01/1900,
,,424887,,Not Delivered,-,
,,394453,,Delivered,-,
,,174954,,Delivered,-,
,,349589,,Pending,07/01/1900,
,,569328,,Delivered,-,
,,877882,,Not Delivered,-,
,,254914,,Delivered,-,
,,628161,,Not Delivered,-,
,,639267,,Not Delivered,-,
,,240493,,Pending,07/01/1900,
,,627858,,Pending,07/01/1900,
,,742272,,Not Delivered,-,
,,341730,,Delivered,-,
,,266774,,Delivered,-,
,,755955,,Delivered,-,
,,227327,,Not Delivered,-,
,,799982,,Delivered,-,
,,374494,,Pending,07/01/1900,
,,812223,,Not Delivered,-,
,,226457,,Not Delivered,-,
,,731154,,Pending,07/01/1900,
,,580301,,Not Delivered,-,
,,525270,,Pending,07/01/1900,
,,393150,,Not Delivered,-,
,,306597,,Not Delivered,-,
,,637633,,Not Delivered,-,
,,603173,,Delivered,-,
,,623378,,Pending,07/01/1900,
,,471041,,Delivered,-,
,,771439,,Pending,07/01/1900,
,,986176,,Not Delivered,-,
,,349972,,Pending,07/01/1900,
,,355376,,Not Delivered,-,
,,232581,,Delivered,-,
,,614828,,Pending,07/01/1900,
,,800134,,Delivered,-,
,,151046,,Pending,07/01/1900,
,,136078,,Not Delivered,-,
,,462255,,Pending,07/01/1900,
,,411134,,Pending,07/01/1900,
,,176492,,Pending,07/01/1900,
,,779970,,Pending,07/01/1900,
,,992065,,Pending,07/01/1900,
,,760637,,Pending,07/01/1900,
,,357943,,Delivered,-,
,,432279,,Pending,07/01/1900,
,,344102,,Not Delivered,-,
,,702324,,Not Delivered,-,
,,589631,,Delivered,-,
,,998810,,Not Delivered,-,
,,630737,,Delivered,-,
,,724509,,Pending,07/01/1900,
,,679618,,Pending,07/01/1900,
,,910292,,Not Delivered,-,
,,778144,,Not Delivered,-,
,,793816,,Not Delivered,-,
,,460809,,Not Delivered,-,
,,957726,,Delivered,-,
,,968615,,Delivered,-,
,,149335,,Delivered,-,
,,173333,,Not Delivered,-,
,,271138,,Not Delivered,-,
,,703505,,Pending,07/01/1900,
,,425194,,Delivered,-,
,,191096,,Not Delivered,-,
,,600292,,Pending,07/01/1900,
,,914162,,Not Delivered,-,
,,922736,,Delivered,-,
,,975300,,Delivered,-,
,,290307,,Not Delivered,-,
,,408296,,Not Delivered,-,
,,182257,,Pending,07/01/1900,
,,783621,,Pending,07/01/1900,
,,598578,,Delivered,-,
,,692749,,Pending,07/01/1900,
,,896976,,Delivered,-,
,,889700,,Delivered,-,
,,510122,,Delivered,-,
,,493825,,Pending,07/01/1900,
,,888881,,Not Delivered,-,
,,241026,,Delivered,-,
,,186477,,Not Delivered,-,
,,746569,,Pending,07/01/1900,
,,464104,,Not Delivered,-,
,,882503,,Pending,07/01/1900,
,,442036,,Not Delivered,-,
,,870666,,Not Delivered,-,
,,724855,,Not Delivered,-,
,,711148,,Delivered,-,
,,174459,,Not Delivered,-,
,,237366,,Pending,07/01/1900,
,,826979,,Delivered,-,
,,560619,,Not Delivered,-,
,,929090,,Not Delivered,-,
,,623131,,Not Delivered,-,
,,207815,,Not Delivered,-,
,,510643,,Pending,07/01/1900,
,,238308,,Not Delivered,-,
,,187368,,Not Delivered,-,
,,645855,,Pending,07/01/1900,
,,115482,,Not Delivered,-,
,,493704,,Pending,07/01/1900,
,,477430,,Not Delivered,-,
,,747892,,Not Delivered,-,
,,714114,,Pending,07/01/1900,
,,741470,,Not Delivered,-,
,,689947,,Not Delivered,-,
,,310837,,Pending,07/01/1900,
,,852847,,Delivered,-,
,,594809,,Pending,07/01/1900,
,,610715,,Not Delivered,-,
,,305144,,Pending,07/01/1900,
,,505814,,Pending,07/01/1900,
,,592582,,Not Delivered,-,
,,989712,,Pending,07/01/1900,
,,584199,,Not Delivered,-,
,,245063,,Not Delivered,-,
,,356392,,Not Delivered,-,
,,816697,,Pending,07/01/1900,
,,471544,,Not Delivered,-,
,,445079,,Delivered,-,
,,510451,,Delivered,-,
,,755623,,Pending,07/01/1900,
,,835797,,Pending,07/01/1900,
,,181203,,Pending,07/01/1900,
,,232191,,Not Delivered,-,
,,395513,,Pending,07/01/1900,
,,231788,,Not Delivered,-,
,,360009,,Not Delivered,-,
,,965947,,Pending,07/01/1900,
,,402600,,Pending,07/01/1900,
,,236198,,Pending,07/01/1900,
,,878142,,Pending,07/01/1900,
,,575526,,Delivered,-,
,,177329,,Delivered,-,
,,180474,,Not Delivered,-,
,,247931,,Delivered,-,
,,848440,,Delivered,-,
,,344653,,Delivered,-,
,,706384,,Pending,07/01/1900,
,,225119,,Not Delivered,-,
,,867504,,Pending,07/01/1900,
,,889267,,Delivered,-,
,,767813,,Pending,07/01/1900,
,,559622,,Pending,07/01/1900,
,,446019,,Pending,07/01/1900,
,,889241,,Not Delivered,-,
,,190708,,Pending,07/01/1900,
,,663121,,Not Delivered,-,
,,518574,,Pending,07/01/1900,
,,356834,,Pending,07/01/1900,
,,800297,,Pending,07/01/1900,
,,130625,,Delivered,-,
,,188999,,Pending,07/01/1900,
,,740169,,Pending,07/01/1900,
,,840114,,Delivered,-,
,,794041,,Not Delivered,-,
,,723741,,Delivered,-,
,,736316,,Not Delivered,-,
,,839807,,Delivered,-,
,,832191,,Pending,07/01/1900,
,,349247,,Not Delivered,-,
,,577751,,Pending,07/01/1900,
,,132943,,Not Delivered,-,
,,139504,,Not Delivered,-,
,,356182,,Pending,07/01/1900,
,,123298,,Not Delivered,-,
,,456310,,Not Delivered,-,
,,337760,,Pending,07/01/1900,
,,636713,,Pending,07/01/1900,
,,966636,,Delivered,-,
,,552740,,Delivered,-,
,,999479,,Not Delivered,-,
,,192202,,Not Delivered,-,
,,619741,,Pending,07/01/1900,
,,960290,,Pending,07/01/1900,
,,234327,,Pending,07/01/1900,
,,818429,,Pending,07/01/1900,
,,986094,,Delivered,-,
,,928462,,Pending,07/01/1900,
,,324636,,Delivered,-,
,,190409,,Not Delivered,-,
,,327709,,Delivered,-,
,,813182,,Pending,07/01/1900,
,,992733,,Delivered,-,
,,924179,,Pending,07/01/1900,
,,958799,,Pending,07/01/1900,
,,272119,,Pending,07/01/1900,
,,222849,,Pending,07/01/1900,
,,982627,,Not Delivered,-,
,,830306,,Pending,07/01/1900,
,,970437,,Pending,07/01/1900,
,,110857,,Not Delivered,-,
,,399706,,Delivered,-,
,,855118,,Pending,07/01/1900,
,,258559,,Delivered,-,
,,182216,,Not Delivered,-,
,,615939,,Pending,07/01/1900,
,,239275,,Delivered,-,
,,736736,,Delivered,-,
,,890935,,Pending,07/01/1900,
,,344728,,Pending,07/01/1900,
,,218864,,Delivered,-,
,,462812,,Not Delivered,-,
,,780785,,Pending,07/01/1900,
,,501207,,Pending,07/01/1900,
,,324114,,Delivered,-,
,,391575,,Delivered,-,
,,645036,,Not Delivered,-,
,,516502,,Not Delivered,-,
,,876748,,Not Delivered,-,
,,717586,,Pending,07/01/1900,
,,528996,,Not Delivered,-,
